Input,Output
"Applicant earns $62990 annually, has a credit score of 818, outstanding loans totaling $40772, 2 missed payments in the last year, employment status: Employed, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $75276 annually, has a credit score of 629, outstanding loans totaling $14462, 1 missed payments in the last year, employment status: Employed, Living with roommates, and 3 recent credit inquiries.",Rejected
"Applicant earns $141847 annually, has a credit score of 800, outstanding loans totaling $45973, 5 missed payments in the last year, employment status: Freelancer, Owns home, and 5 recent credit inquiries.",Rejected
"Applicant earns $119004 annually, has a credit score of 766, outstanding loans totaling $16880, 0 missed payments in the last year, employment status: Employed, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $48394 annually, has a credit score of 829, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $141979 annually, has a credit score of 735, outstanding loans totaling $19690, 2 missed payments in the last year, employment status: Self-employed, Living with roommates, and 0 recent credit inquiries.",Approved
"Applicant earns $76112 annually, has a credit score of 771, no outstanding loan, 0 missed payments in the last year, employment status: Freelancer, Living with family, and 1 recent credit inquiries.",Approved
"Applicant earns $73372 annually, has a credit score of 733, no outstanding loan, 1 missed payments in the last year, employment status: Freelancer, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $35045 annually, has a credit score of 797, outstanding loans totaling $57426, 5 missed payments in the last year, employment status: Freelancer, Living with family, and 3 recent credit inquiries.",Rejected
"Applicant earns $138028 annually, has a credit score of 843, outstanding loans totaling $65019, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 0 recent credit inquiries.",Approved
"Applicant earns $109048 annually, has a credit score of 820, outstanding loans totaling $24488, 1 missed payments in the last year, employment status: Freelancer, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $93541 annually, has a credit score of 778, no outstanding loan, 2 missed payments in the last year, employment status: Self-employed, Rents apartment, and 1 recent credit inquiries.",Approved
"Applicant earns $49206 annually, has a credit score of 706, outstanding loans totaling $16240, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 2 recent credit inquiries.",Approved
"Applicant earns $94380 annually, has a credit score of 785, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Rents apartment, and 0 recent credit inquiries.",Approved
"Applicant earns $98424 annually, has a credit score of 710, outstanding loans totaling $19208, 0 missed payments in the last year, employment status: Self-employed, Living with family, and 1 recent credit inquiries.",Approved
"Applicant earns $120046 annually, has a credit score of 707, outstanding loans totaling $48482, 1 missed payments in the last year, employment status: Freelancer, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $59105 annually, has a credit score of 831, outstanding loans totaling $27710, 2 missed payments in the last year, employment status: Freelancer, Living with family, and 1 recent credit inquiries.",Approved
"Applicant earns $93186 annually, has a credit score of 800, no outstanding loan, 5 missed payments in the last year, employment status: Employed, Living with roommates, and 0 recent credit inquiries.",Rejected
"Applicant earns $141287 annually, has a credit score of 833, no outstanding loan, 2 missed payments in the last year, employment status: Freelancer, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $58694 annually, has a credit score of 848, no outstanding loan, 0 missed payments in the last year, employment status: Employed, Rents apartment, and 2 recent credit inquiries.",Approved
"Applicant earns $96822 annually, has a credit score of 769, no outstanding loan, 6 missed payments in the last year, employment status: Self-employed, Living with family, and 4 recent credit inquiries.",Rejected
"Applicant earns $69481 annually, has a credit score of 771, outstanding loans totaling $53520, 0 missed payments in the last year, employment status: Unemployed, Rents apartment, and 3 recent credit inquiries.",Rejected
"Applicant earns $148194 annually, has a credit score of 574, no outstanding loan, 4 missed payments in the last year, employment status: Recently changed jobs, Living with family, and 4 recent credit inquiries.",Rejected
"Applicant earns $66354 annually, has a credit score of 717, no outstanding loan, 1 missed payments in the last year, employment status: Freelancer, Owns home, and 1 recent credit inquiries.",Approved
"Applicant earns $88783 annually, has a credit score of 806, outstanding loans totaling $9167, 3 missed payments in the last year, employment status: Freelancer, Owns home, and 5 recent credit inquiries.",Rejected
"Applicant earns $132477 annually, has a credit score of 561, no outstanding loan, 1 missed payments in the last year, employment status: Employed, Rents apartment, and 3 recent credit inquiries.",Rejected
"Applicant earns $118559 annually, has a credit score of 586, outstanding loans totaling $61743, 1 missed payments in the last year, employment status: Employed, Living with family, and 4 recent credit inquiries.",Rejected
"Applicant earns $85724 annually, has a credit score of 770, outstanding loans totaling $44275, 1 missed payments in the last year, employment status: Employed, Living with roommates, and 2 recent credit inquiries.",Approved
"Applicant earns $105138 annually, has a credit score of 721, outstanding loans totaling $60408, 1 missed payments in the last year, employment status: Employed, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $119149 annually, has a credit score of 780, no outstanding loan, 1 missed payments in the last year, employment status: Freelancer, Living with family, and 0 recent credit inquiries.",Approved
"Applicant earns $133429 annually, has a credit score of 736, outstanding loans totaling $27048, 6 missed payments in the last year, employment status: Self-employed, Living with roommates, and 0 recent credit inquiries.",Rejected
"Applicant earns $74175 annually, has a credit score of 522, no outstanding loan, 8 missed payments in the last year, employment status: Recently changed jobs, Rents apartment, and 0 recent credit inquiries.",Rejected
"Applicant earns $96281 annually, has a credit score of 707, no outstanding loan, 0 missed payments in the last year, employment status: Self-employed, Owns home, and 0 recent credit inquiries.",Approved
